Index,Word,Meaning,Synonyms,Conjugation
14435,ubabaikaji,hali ya kukosa utulivu na umakini katika jambo, jawa na wasiwasi | tabia ya kuweweseka hasa katika ndoto,
14436,ubabe,ujanja na hila za kutumia nguvu | tendo la dhuluma na maonevu,"ugangwe, dhuluma",
14437,ubabiaji,kufanya jambo kwa kubabaisha,ubambanyaji,
14438,ubadhirifu,utumiaji wa kitu hususan mali au pesa kwa kufuja au kwa vitu vya anasa,,
14439,ubadilifu,tabia ya kugeukageuka,ugeugeu,
14440,ubadilikaji,hali ya kugeuka kwa jambo au kitu fulani,,
14441,ubadilishanaji,namna au tendo la kubadilishana vitu,,
14442,ubaguzi,"hali ya upendeleo katika kuwahudumia watu | sera au mpango wa kuhudumia watu kwa kuegemea misingi ya hadhi, kabila, elimu, rangi na kadhalika",,
14443,ubahaimu,"uovu | hali ya kuwa na mienendo ya mapuuza, ushenzi au uhayawani, upumbavu",,
14444,ubahaluli,ujinga,"ubaradhuli, upumbavu",
14445,ubaharia,,,
14446,ubahau,upumbavu | unyama,ushenzi,
14447,ubahili,"hali au tabia ya mtu kukataa kutumia chakula, pesa au mali kuwasaidia wengine au hata kwa kukidhi maslahi yake ya kibinafsi","ugumu, uchoyo",
14448,ubainifu,uelezaji au upambanuzi wa jambo | ustadi,ujuzi,
14449,ubakaji,tendo la kumkamata mtu kwa nguvu na kumnyang''anya mali | tendo la kumvamia mwanamke na kumwingilia kimwili bila hiari yake,,
14450,ubale,"(mbale) kipande chembamba na kirefu cha muhogo, ndizi, kiazi au kuni | uchane wa ukindu au kuti",,
14451,ubalighishaji,ufikishaji wa salamu au habari,,
14452,ubalozi,kazi ya kuwa mjumbe wa nchi fulani katika nchi nyingine | majengo ya ofisi za balozi,,
14453,ubamba,kisu chembamba kisichokuwa na ncha,kikota,
14454,ubambanyaji,hali ya kubambanya,,
14455,ubambikaji,hali ya kuroweka,,
14456,ubambo,mfupa wa kipapatio ambao ni mkubwa,,
14457,ubanangaji,hali ya kuharibu,,
14458,ubango,nyasi zifananazo na matete | ganda la popoo | msalaba wa Mtakatifu Anderea,,
14459,ubani,utomvu mzito uliokauka wa mti fulani unaochomwa moto ili kutoa moshi na kufukizia | utomvu mkavu wa miti fulani unaotumika kutafunatafuna au kutengeneza vyakula kwa mfano peremende | ada anayopewa mwalimu kabla au baada ya mafunzo,,
14460,ubano,"(mbano) kifaa cha chuma cha kushikia nyama au samaki kwa kubana wakati wa kuchoma | kifaa kidogo cha kushikia pamoja karatasi, nywele au nguo",kibaniko,
14461,ubao,(mbao) sehemu ya mti au gogo iliyopasuliwa ili kutengenezea vitu kama kabati na viti | chombo kipana chenye rangi ya kijani kibichi au nyeusi kinachogongomelewa ukutani na hutumiwa kwa kuandikwa kwa chaki wakati wa kufundisha | kifaa au kibao kirefu ambac,benchi,
14462,ubapa,"uso wa kitu kilicho sawa na kisichopinda au kubonyea, hali ya kuwa bapa",,
14463,ubaradhuli,"tabia ya kukosa adabu au heshima, hali ya kujifanya mjuaji au mjanja na hasa kwa kuwa na nia mbaya",,
14464,ubaramaki,hulka ya kuwa baramaki,,
14465,ubaridi,"hali ya kukosa joto, hali ya kuzizima au kuwa baridi sana",,
14466,ubarubaru,hali na muda wa kubaleghe kwa vijana wa kiume,,
14467,ubasha,hulka ya kupenda kufira watu,,
14468,ubashasha,tabia ya kufurahi na kucheka mbele za watu,"uchangamfu, ucheshi",
14469,ubashiri,"maelezo ya mambo ambayo yatakuja kutukia siku za mbele, tendo la kubashiri | usambazaji wa dini",utabiri,
14470,ubati,"chumba kidogo na chembamba anamoishi mtu, sehemu katika nyumba iliyo ndogo",,
14471,ubati,fimbo ya kuchapia watoto ambayo ni nyembamba,,
14472,ubatilifu,tabia ya kutenda jambo ambalo ni batili | utenguzi wa azimio ambalo tayari limekubaliwa,,
14473,ubatilikaji,hali ya kufanya jambo kwa makosa, kufanya kuwa batili,
14474,ubatilishaji,tendo la kuvunja makubaliano au azimio ambalo limekwisha kukubaliwa,,
14475,ubatizaji,shughuli nzima ya kubatiza,,
14476,ubatizo,tendo la kumbatiza mfuasi wa dini ya Kikristo,,
14477,ubavu,(mbavu) mfupa mwembamba ambao umeshikana na uti wa mgongo na kuzunguka kuja mpaka kifuani | sehemu ya kitu,,
14478,ubavuni,"kando ya, pembezoni, ukingoni",,
14479,ubawa,(mabawa) kiungo cha ndege au mdudu ambacho kinamwezesha kuruka,bawa,
14480,ubawabu,kazi ya kulinda lango,,
14481,ubaya,hali ya kukosa uzuri,uovu,
14482,ubazazi,tabia ya kusema uwongo na kudanganya,"ulaghai, udanganyifu",
14483,ubeberu,ubepari wa hali ya juu ambapo nchi moja inavuka mipaka ya nchi yake na kwenda kunyonya uchumi wa nchi nyingine,,
14484,ubedui,ukatili,"ujahili, ushenzi",
14485,ubele,(mabele) unyoya wa ndege au kuku,,
14486,ubeleko,(mbeleko) nguo maalumu ambayo hutumika kubebea mtoto kifuani au mgongoni,mbeko,
14487,ubembe,tabia ya kudadisi na kutaka kujua habari za watu,,
14488,ubepari,hali ya uchumi unaowezesha watu wachache kuwa na mali nyingi na kumiliki uchumi wa nchi,,
14489,ubereuzaji,hali ya kukwepa kufanya jambo ulilotakiwa kulifanya kwa kufanya jambo lingine usilopaswa kulifanya,,
14490,uberu,(mberu) kitambaa kinachotumiwa badala ya tanga ambacho hufungwa kwenye mlingoti wa chombo kidogo cha baharini kwa mfano mtumbwi,ushumbi,
14491,ubeti,"(beti) kifungu cha maneno katika wimbo, shairi au utenzi ambacho kimepangwa kwa mistari miwili, mitatu, minne na kadhalika",,
14492,ubia,(mbia) kikaango maalumu cha kukaangia vitumbua,,
14493,ubia,"ushirikiano kati ya watu au makundi wa kufanya jambo au shughuli fulani kwa pamoja, kwa mfano za biashara au kuzalisha mali",,
14494,ubichi,"hali ya kukosa kuwa mbivu au kukosa kuiva, hali ya mwanzomwanzo wa jambo, mtu au kitu | hali ya kukosa kuiva baada ya kupikwa | hali ya kukosa kuwa kavu, unyevu kuwa na majimaji",uchepechepe,
14495,ubigoubigo,(mbigombigo) mwishomwisho,"mleoleo, ukingo",
14496,ubikira,"hali ya mwanamke ambaye bado hajaingiliwa na mwanamume, hali ya kuwa bikira",kizinda,
14497,ubinadamu,hali ya utambuzi kuhusu namna ya kutekeleza majukumu ili kuwajali watu wengine na kukidhi maslahi yao,utu,
14498,ubinafsi,tabia ya mtu kujali maslahi yake mwenyewe na kupuuza ya wengine,,
14499,ubinafsishaji,hali au tendo la kufanya mali ya umma au serikali kuwa ya mtu binafsi au ya shirika la watu,,
14500,ubinda,(mbinda) namna ya kuvaa nguo kwa mfano kikoi kwa kupitisha baina ya mapaja na kuifunga upande wa mbele au wa nyuma wa kiuno: Wavuvi walivaa mbinda walipoingia majini kuvua samaki. | tazama nepi,,
14501,ubindo,ukunjo wa kitambaa au karatasi,upeto,
14502,ubingwa,"ujuzi au uwezo wa hali ya juu wa jambo au elimu fulani, ustadi mkubwa",,
14503,ubini,"asili ya mtu kwa upande wa baba yake, nasaba ya mtoto wa kiume upande wa baba yake",,
14504,ubishani,tendo au hali ya kubishana,"upinzani, upingamizi",
14505,ubishi,tabia ya kupinga au kukataa kuafikiana moja kwa moja kila mara,upinzani,
14506,ubivu,"hali ya kuiva tunda, chakula na kadhalika, hali ya kufikia kukomaa",,
14507,uboharia,dhamana ya kuhifadhi na kutunza vitu na bidhaa katika ghala au bohari | maarifa ya utunzaji wa vifaa katika maghala,,
14508,uboho,majimaji au rojorojo iliyomo katika mifupa ya binadamu au mnyama,uloto,
14509,uboi,"kazi za nyumbani za kuajiriwa, utumishi wa nyumbani",,
14510,ubongo,"ogani laini na tepetevu yenye mishipa ya fahamu iliyomo ndani ya fuvu la kichwa yenye kazi ya kudhibiti fikra, kumbukumbu, hisia na shughuli za mwili | akili",,
14511,uboo,(mboo) utupu wa mbele wa kiume,"mboro, uume",
14512,ubora,"faida, thamani au uzuri wa kitu | hali ya kuwa nzuri zaidi kuliko zote",,
14513,uborongaji,ufanyaji ovyoovyo wa jambo,uharibifu,
14514,ubovu,"hali ya kukosa kufaa tena kwa sababu ya kuharibika, kuoza au kuvunjika",,
14515,ubozi,ujuha,"ujinga, upumbavu, ubaradhuli",
14516,ubua,(mabua) kiini cha mti cha mmea kwa mfano wa mhindi au mtama ambacho ni chepesi sana au kilicho tupu au wazi ndani,"bua, mrija",
14517,ububu,hali ya kukosa uwezo wa kusema au kutamka kwa sababu ya kuwa kiziwi au kuwa na kasoro ya ulimi kinywani,,
14518,ububwi,tabia ya kuongea maneno machache,,
14519,ubuge,desturi ya kupenda kula vitu vidogovidogo wakati wote,,
14520,ubugu,(mbugu) mmea ambao hutambaa unaotumika kama kamba,,
14521,ubukuzi,tendo au tabia ya kusoma sana vitabu siku chache kabla ya kufanya mtihani | ugunduaji wa jambo ambalo lilifichika,,
14522,ubunga,hali ya kukosa akili,"upumbavu, ubwege",
14523,ubunge,kazi ya mbunge ya kuwakilisha watu wa eneo lake na kushiriki katika shughuli za bunge,,
14524,ubunifu,"hali ya kuweza kutengeneza kitu mara ya kwanza kabisa, uwezo wa kutunga hadithi, nyimbo na mashairi",,
14525,ubutu,"hali ya kisu, mkasi, upanga na kadhalika kukosa makali ya kukatia kitu",,
14526,ubuyu,ungaunga wa matunda ya mbuyu,,
14527,ubwabwa,wali laini wa majimaji au uji wa chenga za mchele unaopikwa kwa ajili ya mtoto au mgonjwa | wali uliopikwa bila ya tui la nazi,mashendea,
14528,ubwana,tabia ya kujivuna au kupenda kuamua kila jambo kwa sababu ya utajiri au madaraka,,
14529,ubwanyenye,"hali ya kuwa na pesa au mali nyingi sana, hali ya kuwa bwanyenye au tajiri sana, utajiri mwingi",,
14530,ubwege,ujinga,"upumbavu, ubozi, ubunga",
14531,ubwete,hali ya kukosa kuwa na bidii ya kufanya kazi,"uvivu, uzembe",
14532,ucha,hulka ya kupenda kumwabudu Mungu itakiwavyo,,
14533,uchachamavu,"hali ya kukaa imara, tendo la kuongeza bidii",,
14534,uchache,hali ya kukosa kupatikana au kuweko kwa wingi,"uhaba, ukalili",
14535,uchachu,"hali ya kuwa na ukali kwa sababu ya kuchacha kwa kitu kwa mfano katika maziwa ambayo yameharibika, ndimu na limau",ugwadu,
14536,uchafu,hali ya kukosa kuwa safi,"taka, takataka",
14537,uchafu,ukoo wa mtu,,
14538,uchafuzi,tendo la kufanya au kuleta uchafu,,
14539,uchaga,kichaga kinachotumiwa kuhifadhi au kuanikia vitu | papi zilizotengenezwa kuwekea godoro katika kitanda,kichanja,
14540,uchago,upande wa kitanda ambapo mtu huweka kichwa chake anapolala,mchago,
14541,uchaguzi,utaratibu wa kuonyesha utashi wa kile unachokitaka na kile usichokitaka | tendo la kuchagua kitu au mtu kwa sababu ya sifa fulani nzuri | upigaji kura,uteuzi,
14542,uchaji,"hali ya kumwabudu Mungu, uogopaji Mungu",,
14543,uchakavu,kuzeeka au kuharibika kwa kitu,,
14544,uchakubimbi,tabia ya kutafutatafuta mambo ya wengine hasa ya uongo na kuyasemasema ovyo,umbea,
14545,uchale,(chale) alama maalumu ya kuchanjwa,,
14546,uchale,desturi ya kufanya vitendo vinavyochekesha,uchepe,
14547,uchama,"uchafu hasa wa mwili, nguo au mahali | hali ya kutopenda kuona uchafu au kitu kinachokifu kwa mfano matapishi, makamasi, kinyesi na kadhalika","ukoo, taka",
14548,uchambuzi,"tendo au namna ya kutenga vitu vizuri na vibaya au vinavyofaa na visivyofaa, tendo la kuchambua",,
14549,uchane,"ubale wa ukindu, kuti na kadhalika : Tulihitaji chane nyingi za kusukia mikeka na vitu vinginevyo. | fungu la ndizi ambazo zimeshikana katika kikonyo chake, sehemu ndogo ya mkungu wa ndizi",kichane,
14550,uchanga,"hali ya kukosa kukomaa au kupevuka, kuwa na ubichi, kuwa na umri mdogo",,
14551,uchangaji,utaratibu wa kutoa kitu kama vile fedha au kitu ili kukusanywa kwa makusudio fulani,,
14552,uchangamfu,kujawa na furaha na bashasha,changamka,
14553,uchangiaji,ushiriki wa hiari wa ukusanyaji wa nguvu za pamoja kwa kutoa kitu au fedha ili kusaidia jambo fulani,,
14554,uchango,utumbo mwembamba,"ujengelele, uchengelele",
14555,uchanjaji,utaratibu wa kuchanja kwa lengo la aghalabu kutoa kinga dhidi ya ugonjwa,,
14556,uchapaji,"kazi ya kutoa maandishi kwa mfano gazeti au vitabu kwa kutumia mashine au mitambo fulani, tendo la kuchapa maandishi au picha | upigaji wa kitu kwa kutumia fimbo, kiboko au bakora",,
14557,uchapasi,uhodari au wepesi wa kufanya kazi au jambo,,
14558,uchapishaji,kazi au shughuli za kutoa vitabu au magazeti na kuvisambaza kwa kuviuza,,
14559,uchapuzi,tendo au hali ya kuongeza bidii au mwendo wa kazi,uharakishaji,
14560,uchapwa,hali ya kukosa ladha nzuri kwenye chakula,,
14561,ucharazaji,upigaji wa ala ya muziki kwa ufundi na uhodari mkubwa | uchapaji wa fimbo mfululizo | uandikaji wa haraka haraka kwa hati ya mkono,,
14562,uchavushaji,utiaji wa mbegu za kiume za ua kwenye mbegu ya kike iliyopo katika sehemu ya kike ya ua la mmea,,
14563,uchawi,ufundi wa kutumia dawa au maandishi maalumu ya uganga ili kuleta madhara kwa viumbe | zana zinazotumika kurogea,sihiri,
14564,uche,hali ya kuwa tena kweupe baada ya mawingu kuondoka,,
14565,uchechea,,,
14566,uchechefu,uchache,"udogo, japo",
14567,uchekaji,namna au tabia ya kucheka,,
14568,uchekechea,"udogo wa vikembe vya watu, wanyama au wadudu vilivyokusanyika kwa wingi pamoja",,
14569,uchekeleaji,"ufurahiaji wa jambo, kitu au mtu",,
14570,uchengelele,,,
14571,uchepe,tabia ya kufanya vitendo vya kuchekesha : Uchepe wa rafiki yetu Kasimali unatufurahisha sana.,"uchekeshaji, uchale",
14572,uchepechepe,kuwa na unyevunyevu,majimaji,
14573,ucheshi,tabia ya kuwa mchangamfu na kufurahisha watu,,
14574,ucheu,sehemu ya shamba ambayo imekwisha kulimwa tayari kwa upandaji wa mbegu,,
14575,uchezaji,mtindo au namna ya kucheza | tabia ya kuchezacheza,,
14576,uchezeshaji,tabia ya mtu au mnyama kufanya kitu au kiungo kichezecheze | namna mtu anavyoweza kusimamia mchezo kwa mfano mpira wa miguu au mchezo wa ngumi,,
14577,uchi,"utupu, sehemu za siri za mwili wa kiumbe",,
14578,uchi,bila nguo,"tupu, rabana",
14579,uchikichi,urembo wa kuchongwa katika sehemu ya mbele ya jahazi,nakshi,
14580,uchikichia,"mkusanyiko wa vitu vidogovidogo sana, udogoudogo mwingi",,
14581,uchimvi,"jambo ambalo likitokea, huwa dalili ya kujiri kwa janga",,
14582,uchinjio,ushuru wa sehemu ya mnyama aliyechinjwa au kitu kingine kama vile fedha anayopewa mtu aliyechinja mnyama yule,,
14583,uchinjo,"malipo anayopewa mchinjaji wa kuku, mbuzi, ng'ombe na kadhalika",,
14584,uchochezi,"tabia ya kuwaambia watu uwongo ili wapate kugombana, kupigana au kutukanana","uchonganishi, chokochoko, fitina",
14585,uchochole,hali ya kukosa kuwa na chakula au pesa,"ukata, ufukara, umaskini",
14586,uchochoro,kichochoro kidogo au chembamba | njia nyembamba inayopitia msituni,"ujia, ushoroba",
14587,uchokoo,kipande chembamba cha mti au chuma kinachotumiwa kuchokolea kaa au pweza baharini,uchomo,
14588,uchokozi,"tabia ya kumfanya mtu akasirike, tabia ya kutafuta ugomvi au shari, tabia ya kuchokoza",ushari,
14589,uchomaji,namna au jinsi ya kuchoma,,
14590,uchomozi,uganga wa kienyeji wa kutoa vitu vya uchawi vinavyoaminika kuingia mwilini mwa mtu kutokana na kurogwa,,
14591,uchongaji,namna au tendo la kuchonga kitu,,
14592,uchonganishi,,,
14593,uchongeaji,"tabia ya kutia fitina kati ya watu ili wagombane, tabia ya kuchongea",,
14594,uchongezi,vitendo vya kumtia mwingine kwenye hatia kwa kufitini,uchongeaji,
14595,uchoraji,"namna au tendo la kuchora picha, ramani na michoro kwa kalamu, brashi na kadhalika, kazi ya kuchora",,
14596,uchovu,"hali ya nguvu mwilini kupungua baada ya kazi au shughuli, hali ya kuchoka",,
14597,uchoyo,hali ya kuwa bahili na kukataa kutoa kitu ulichonacho kwa manufaa ya watu wengine hata pale ambapo hukihitaji kitu hicho kamwe,hiana,
14598,uchu,kiu ya kutaka kitu sana,,
14599,uchuku,-siokuwa -a kweli,uongo,
14601,uchukuzi,shughuli ya kusafirisha bidhaa au watu kutoka sehemu moja hadi nyingine,,
14602,uchumba,makubaliano kati ya mwanamke na mwanamume ambao wanataka kufunga ndoa : Funga uchumba.,posa,
14603,uchumbaji,tendo la kuchumbia au kuchumbiana,uposaji,
14604,uchumi,mapato na matumizi ya watu katika nchi | taaluma ya mapato na matumizi ya nchi au watu | mali na fedha ambazo zinapatikana kutokana na shughuli za watu,,
14605,uchumiaji,utaratibu wa mtu aghalabu mwenye uwezo kifedha au kiuchumi kutosheleza mahitaji ya mtu aliye chini yake,,
14606,uchumishaji,"utaratibu wa kuajiri watu na kuwatumikisha kazi ya kuchuma mazao kwa mfano karafuu, machungwa au kahawa shambani",,
14607,uchungaji,kazi ya padri | namna au tendo la kuchunga mifugo,upadri,
14608,uchungu,"ladha anayopata mtu kinywani baada ya kuramba au kula kitu kisicho kitamu kwa mfano kwinini au shubiri | hisi anazopata mtu anapoumia au kuumizwa kwa mfano kujikata, kujigonga, kupoteza kitu au kupatwa na jambo la kutia huzuni kama kufiwa | maumivu anayop",,
14609,uchunguzi,shughuli ya kutafuta habari ambazo hazijulikani na wengi ili kuzidhihirisha au kutatua matatizo | kazi ya kutafuta ukweli wa jambo fulani katika taaluma, tendo la kuchunguza,"udadisi, utafiti"
14610,uchuro,hali inayosababisha au kuleta kisirani au balaa hapo baadaye,mkosi,
14611,uchusa,tabia ya kupenda kununua nunua vitu kila wakati bila sababu maalumu,,
14612,uchuuzi,"kazi ya kununua na kuuza vitu katika duka dogo, sokoni au kuvitembeza njiani au majumbani : biashara ndogo -> biashara ya kuchuuza",,
14613,uchwara,-tokuwa na thamani kubwa : Ameanzisha kiduka uchwara.,duni,
14614,udadisi,uchunguzi au upekuzi wa taarifa za mambo fulani ili kutafuta uhakika,"ujasusi, uduhushi, udodosaji",
14615,udaha,pilipili ndefu na zinazowasha sana,,
14616,udakizi,tabia ya kupenda kuingilia mazungumzo ya watu,,
14617,udaktari,taaluma ya utabibu | kazi ya kuwatibu wagonjwa | shahada ya uzamifu kwenye taaluma fulani,,
14618,udaku,tabia ya kutafuta na kuingilia kati maneno ya watu wakati wanapozungumza,,
14619,udakuzi,tabia ya kupenda kudakia mazungumzo ya watu wengine,ukatizaji,
14620,udalali,kazi ya kuuza vitu kwenye mnada,unadi,
14621,udamisi,tabia ya usimuliaji wa mikasa ili kufurahisha watu,,
14622,udanganyifu,vitendo vya kughilibu watu au kufanya jambo ambalo mtu anajua ni la uongo,"uayari, kengo, ulaghai, ghururi, chuku, ghashi",
14623,udekaji,tabia au hulka ya mtu aghalabu mtoto kutaka atimiziwe kila kitu au jambo analolitaka,,
14624,udekani,cheo cha kiongozi wa kanisa kwenye madhehebu ya kanisa la Roma kilicho sawa na upadri | cheo cha mwumini wa madhehebu ya Kiprotenstati afanyaye shughuli mbalimbali za kanisa,,
14625,udekuaji,uangushaji wa shingo au kofia kwa namna isiyo ya kawaida kuonyesha mikogo na maringo | ugeuzaji wa kitu kwa mfano shingo kwa nguvu,,
14626,udenda,mate mepesi yasiyo na povu ambayo yanateleza na humtoka mtu wakati amelala au anapokula kitu kichungu au kitamu sana,"uderere, ute",
14627,uderere,,,
14628,udererekaji,tabia ya kufanya jambo kwa taratibu au kuvivuvivu,,
14629,udererezi,"hali ya kutelezateleza kama ute, mate au udenda",,
14630,udereva,"kazi ya kuendesha motokaa, basi, teksi na kadhalika, kazi ya dereva",,
14631,udevu,(ndevu) unywele ambao unaota kwenye kidevu,,
14632,udhaifu,"hali ya kukosa kuwa na nguvu, udhalili wa mwili | hali ya kuwa na tabia mbaya ya kuiba au kusema uwongo, udhalili wa tabia","unyonge, uduni",
14633,udhalili,"hali ya mtu kuwa na nguvu kidogo za kuendesha maisha, umaskini au unyonge mkubwa, udhaifu wa mwili | hali ya mtu kuwa na tabia duni, tabia mbovu, udhaifu wa tabia",,
14634,udhalilishaji,"tendo la kupunguza ubora au nguvu ya mtu, kitu au jambo fulani",,
14635,udhalimu,tendo la kutesa, mambo yaliyo kinyume cha haki,"mateso, uonevu, ukatili"
14636,udhamini,mapenzi na utashi wa kutetea kitu au jambo kwa kulilinda na kuliwezesha lisitetereke kwa mfano kutoa misaada ya fedha na mali ili kufanikisha miradi au shughuli nyingine mbalimbali | kuonyesha ushabiki na mapenzi katika kulifanya jambo lidumu kwa mfano us,udau,
14637,udhamini,tendo la kumtetea mtu katika masuala ya kisheria kwenye vyombo vya utoaji wa haki za kisheria,,
14638,udhanifu,hali ya kuona au kufikiria na kuamini jambo bila ya kuwa na uhakika nalo,,
14639,udhi,sumbua au leta kero kwa mwingine,"kasirisha, kereketa, tafiri","udhiana, udhika, udhisha, udhiwa"
14640,udhia,"tendo au hali ya kukasirisha, kukera au kusumbua","adha, usumbufu",
14641,udhibiti,tendo au hali ya kusimamia kitu kifanyike kama ilivyopangwa na kuhakikisha kwamba kanuni au sheria iliyohusika inafuatwa,,
14642,udhibitishaji,utoaji wa ushahidi wa kuwepo kwa kitu au jambo,,
14643,udhika,ghadhibishwa au kasirishwa na mambo au vitu fulanifulani,kereka,
14644,udhu,"utaratibu maalumu wa kunawa mikono, uso, kichwa na miguu wakati Waislamu wanapojitayarisha kwenda kuswali | hali ya kuwa na usafi wa mwili kwa kanuni za Kiislamu",,
14645,udhuru,sababu inayomfanya mtu kusameheka kutenda jambo fulani la lazima au kutimiza shughuli fulani anayotakiwa afanye | shughuli au jambo muhimu linalotokea ghafla na kumfanya mtu asiweze kutimiza jambo jingine alilokusudia kufanya,,
14646,udi,magome ya mti wa msandali wa bara la Asia yaliyotiwa manukato na yanayotoa harufu nzuri yanapoungua,,
14647,udi,ala ya muziki ifananayo na gitaa lakini ina tumbo: Udi ni kinanda muhimu cha asili katika muziki wa taarabu.,kinanda,
14648,udifu,(ndifu) uzi au unywele unaotokana na maganda ya nazi na hufanywa usumba wa kusokotea kamba na kadhalika,,
